tower_id,lat,lon,mcc,mnc,operator,radio,cell_id,created_at,attribution,district,region_tag,elevation,slope,dist_to_river_km,water_occurrence_pct,ndvi,rainfall_3d_mm,rainfall_7d_mm,flood_label,label_source,flood_probability,risk_pct,confidence_score,risk_tier
MY-CELL-502-12-97955,3.06773,101.55705,502,12,Maxis,GSM,97955,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,28.9,3.4,2.08,0.6,0.43,76.1,145.1,0,None,0.1348,13.5,73.0,LOW
MY-CELL-502-19-25358,3.05537,101.59558,502,19,Celcom,LTE,25358,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,38.0,2.2,4.99,1.1,0.52,128.4,182.7,0,None,0.0034,0.3,99.3,LOW
MY-CELL-502-16-86918,3.04832,101.56953,502,16,Digi,LTE,86918,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,30.7,4.6,3.52,0.5,0.44,121.0,181.3,0,None,0.0077,0.8,98.5,LOW
MY-CELL-502-16-11524,3.15891,101.71276,502,16,Digi,LTE,11524,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,24.9,1.9,1.27,0.7,0.46,78.1,152.5,1,DID_Dec2021_Records,0.8176,81.8,63.5,HIGH
MY-CELL-502-12-45111,3.10467,101.69605,502,12,Maxis,LTE,45111,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,44.9,4.2,5.39,1.1,0.51,112.5,178.2,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-12-44008,3.17117,101.72016,502,12,Maxis,LTE,44008,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,30.4,4.2,2.35,1.0,0.45,96.0,159.4,0,None,0.0051,0.5,99.0,LOW
MY-CELL-502-12-93559,3.08575,101.70959,502,12,Maxis,LTE,93559,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Gombak / Fringe,Suburban_Fringe,47.1,5.6,7.22,0.4,0.41,95.6,174.5,0,None,0.0046,0.5,99.1,LOW
MY-CELL-502-16-23350,3.09616,101.64076,502,16,Digi,LTE,23350,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,30.7,5.0,2.84,0.7,0.46,93.3,184.8,0,None,0.0047,0.5,99.1,LOW
MY-CELL-502-19-38145,3.12638,101.6913,502,19,Celcom,LTE,38145,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,32.7,3.9,4.13,1.3,0.47,106.3,175.0,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-12-85186,3.1643,101.70496,502,12,Maxis,UMTS,85186,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,29.7,3.3,2.3,1.5,0.55,98.9,155.2,0,None,0.0018,0.2,99.6,LOW
MY-CELL-502-16-33051,3.13923,101.66414,502,16,Digi,LTE,33051,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,30.8,6.6,2.65,0.6,0.53,143.6,208.1,0,None,0.0077,0.8,98.5,LOW
MY-CELL-502-19-79626,3.13161,101.71453,502,19,Celcom,GSM,79626,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,31.5,5.5,2.13,0.8,0.44,98.4,158.3,0,None,0.0087,0.9,98.3,LOW
MY-CELL-502-12-31520,3.17365,101.6619,502,12,Maxis,GSM,31520,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,45.3,2.0,6.1,1.0,0.41,114.7,169.1,0,None,0.0033,0.3,99.3,LOW
MY-CELL-502-16-67134,3.19388,101.68004,502,16,Digi,LTE,67134,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,52.6,4.5,6.59,0.0,0.47,134.6,192.5,0,None,0.0238,2.4,95.2,LOW
MY-CELL-502-01-81431,3.15681,101.73353,502,1,U Mobile,LTE,81431,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,34.8,4.0,1.68,0.6,0.44,121.2,192.0,0,None,0.0224,2.2,95.5,LOW
MY-CELL-502-19-21344,3.12443,101.67791,502,19,Celcom,GSM,21344,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,36.4,2.4,3.14,1.1,0.37,107.8,168.8,0,None,0.0024,0.2,99.5,LOW
MY-CELL-502-19-77957,3.12955,101.71435,502,19,Celcom,GSM,77957,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,26.1,5.0,2.35,1.5,0.47,88.2,155.0,0,None,0.0069,0.7,98.6,LOW
MY-CELL-502-01-65761,3.10779,101.65616,502,1,U Mobile,LTE,65761,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,31.7,3.7,1.52,2.2,0.46,113.8,180.7,0,None,0.004,0.4,99.2,LOW
MY-CELL-502-12-87454,3.14252,101.75203,502,12,Maxis,UMTS,87454,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,36.9,3.3,3.65,1.4,0.49,94.3,151.0,0,None,0.007,0.7,98.6,LOW
MY-CELL-502-19-37935,3.09926,101.69239,502,19,Celcom,LTE,37935,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Gombak / Fringe,Suburban_Fringe,35.0,4.1,5.24,0.4,0.34,117.8,212.7,0,None,0.0032,0.3,99.4,LOW
MY-CELL-502-16-22182,3.1538,101.70238,502,16,Digi,LTE,22182,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,28.0,4.5,2.0,1.0,0.44,128.4,195.5,1,DID_Dec2021_Records,0.7639,76.4,52.8,HIGH
MY-CELL-502-16-29541,3.19014,101.70448,502,16,Digi,GSM,29541,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,43.2,3.9,4.78,0.7,0.5,106.5,168.9,0,None,0.0026,0.3,99.5,LOW
MY-CELL-502-16-34070,3.15794,101.71519,502,16,Digi,GSM,34070,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,25.8,2.4,1.03,1.0,0.45,131.7,206.4,0,None,0.0904,9.0,81.9,LOW
MY-CELL-502-12-90559,3.12827,101.66202,502,12,Maxis,LTE,90559,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,26.0,4.5,1.62,1.7,0.47,110.2,167.1,0,None,0.01,1.0,98.0,LOW
MY-CELL-502-01-51786,3.15317,101.69987,502,1,U Mobile,LTE,51786,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,24.0,3.1,2.26,0.7,0.44,111.1,186.4,0,None,0.044,4.4,91.2,LOW
MY-CELL-502-19-16737,3.18051,101.68353,502,19,Celcom,GSM,16737,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,44.0,4.1,5.28,1.0,0.35,91.2,159.8,0,None,0.0035,0.4,99.3,LOW
MY-CELL-502-19-35510,3.17926,101.65776,502,19,Celcom,UMTS,35510,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,45.1,4.2,6.63,1.8,0.5,105.7,190.6,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-19-27850,3.11491,101.72468,502,19,Celcom,LTE,27850,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,38.4,3.1,3.93,0.7,0.43,102.2,173.9,0,None,0.0036,0.4,99.3,LOW
MY-CELL-502-12-42733,3.0719,101.78301,502,12,Maxis,LTE,42733,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,34.3,6.5,0.96,65.8,0.21,214.8,339.0,1,DID_Dec2021_Records,0.2806,28.1,43.9,LOW
MY-CELL-502-12-43933,3.11002,101.82171,502,12,Maxis,LTE,43933,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,55.8,1.5,5.7,2.9,0.37,179.4,271.8,0,None,0.0413,4.1,91.7,LOW
MY-CELL-502-01-65619,3.07915,101.82427,502,1,U Mobile,LTE,65619,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,46.3,7.9,4.91,2.8,0.41,120.2,222.0,0,None,0.0063,0.6,98.7,LOW
MY-CELL-502-16-50600,3.12556,101.81094,502,16,Digi,GSM,50600,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,77.8,2.8,6.11,2.2,0.44,199.5,311.3,0,None,0.0097,1.0,98.1,LOW
MY-CELL-502-01-45400,3.09478,101.83446,502,1,U Mobile,LTE,45400,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,65.3,9.5,6.26,1.8,0.44,161.7,265.1,0,None,0.0179,1.8,96.4,LOW
MY-CELL-502-19-99431,3.1027,101.79633,502,19,Celcom,LTE,99431,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,41.0,6.1,3.1,3.7,0.37,144.7,276.8,0,None,0.0498,5.0,90.0,LOW
MY-CELL-502-01-53001,3.10825,101.7998,502,1,U Mobile,UMTS,53001,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,53.5,4.8,3.83,3.0,0.41,230.7,350.9,0,None,0.0554,5.5,88.9,LOW
MY-CELL-502-12-55028,3.06141,101.76031,502,12,Maxis,GSM,55028,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Gombak / Fringe,Suburban_Fringe,30.6,6.1,3.01,0.7,0.48,116.0,199.0,0,None,0.0037,0.4,99.3,LOW
MY-CELL-502-19-47573,3.08699,101.8284,502,19,Celcom,UMTS,47573,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,84.1,6.6,5.43,1.2,0.47,168.1,308.3,0,None,0.0042,0.4,99.2,LOW
MY-CELL-502-19-39757,3.12087,101.81628,502,19,Celcom,LTE,39757,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Hulu Langat,Suburban_Fringe,74.9,5.6,6.07,2.2,0.37,160.7,288.7,0,None,0.0219,2.2,95.6,LOW
MY-CELL-502-12-58280,3.11736,101.77636,502,12,Maxis,LTE,58280,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,35.6,2.2,4.17,1.3,0.5,124.4,204.4,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-19-72211,3.10566,101.77483,502,19,Celcom,UMTS,72211,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,28.8,1.8,2.91,1.8,0.43,105.0,188.3,0,None,0.021,2.1,95.8,LOW
MY-CELL-502-01-75160,2.92918,101.6699,502,1,U Mobile,GSM,75160,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,14.8,2.2,2.57,4.2,0.4,128.6,199.2,0,None,0.0348,3.5,93.0,LOW
MY-CELL-502-19-98801,2.94053,101.67621,502,19,Celcom,LTE,98801,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,9.9,3.0,1.13,55.1,0.25,120.8,201.5,0,None,0.0731,7.3,85.4,LOW
MY-CELL-502-01-39192,2.86075,101.65859,502,1,U Mobile,LTE,39192,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,35.8,1.1,10.19,1.0,0.35,151.1,210.1,0,None,0.0405,4.0,91.9,LOW
MY-CELL-502-19-74772,2.90185,101.64059,502,19,Celcom,LTE,74772,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,26.3,1.6,6.91,2.3,0.48,127.2,191.4,0,None,0.0089,0.9,98.2,LOW
MY-CELL-502-19-91121,2.88706,101.63237,502,19,Celcom,LTE,91121,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,31.9,2.0,8.76,1.8,0.52,119.8,197.1,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-01-43742,2.88503,101.63241,502,1,U Mobile,UMTS,43742,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,34.1,2.7,8.94,2.2,0.38,118.0,181.5,0,None,0.002,0.2,99.6,LOW
MY-CELL-502-16-13972,2.91388,101.70893,502,16,Digi,LTE,13972,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,20.4,2.3,5.14,3.2,0.44,116.2,203.2,0,None,0.0097,1.0,98.1,LOW
MY-CELL-502-01-51873,2.88443,101.67345,502,1,U Mobile,LTE,51873,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,28.4,3.9,7.31,2.6,0.35,125.1,198.9,0,None,0.0052,0.5,99.0,LOW
MY-CELL-502-16-19903,2.8876,101.629,502,16,Digi,GSM,19903,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,35.0,2.3,8.81,1.9,0.38,105.8,167.3,0,None,0.0021,0.2,99.6,LOW
MY-CELL-502-12-95956,2.8958,101.65412,502,12,Maxis,UMTS,95956,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,24.8,2.3,6.67,3.7,0.45,86.1,160.5,0,None,0.0037,0.4,99.3,LOW
MY-CELL-502-12-19516,2.89067,101.64094,502,12,Maxis,LTE,19516,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,32.0,1.3,7.88,1.9,0.44,94.3,170.8,0,None,0.0134,1.3,97.3,LOW
MY-CELL-502-01-94082,2.87066,101.6646,502,1,U Mobile,GSM,94082,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Sepang / Dengkil,Suburban_Fringe,32.7,2.1,8.97,1.1,0.42,124.4,190.7,0,None,0.0021,0.2,99.6,LOW
